id,velo_id,utilisateur,type_probleme,description,date_creation
8922,1405,catherine55,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.484071+00:00
8923,1405,claudine93,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.484081+00:00
8924,1405,wmartins,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.484091+00:00
8925,1405,charlesdurand,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.484101+00:00
8926,1405,cohenveronique,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.484111+00:00
8927,1405,vrolland,Batterie faible,Batterie à 9.5% à la fin de la location.,2025-08-27T02:52:01.484122+00:00
8928,1405,hardyines,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.484131+00:00
8929,1405,reneechauveau,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.484141+00:00
8930,1405,alphonsebegue,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.484151+00:00
8931,1405,williamramos,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.484161+00:00
8932,1405,augustealves,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.484170+00:00
8933,1405,sdeschamps,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.484180+00:00
8934,1406,genevieve01,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.484190+00:00
8935,1406,simone73,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.484200+00:00
8936,1406,christine61,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.484210+00:00
8937,1406,perezluce,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.484220+00:00
8938,1406,marcbigot,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.484230+00:00
8939,1406,pdenis,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.484240+00:00
8940,1406,pcollet,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.484250+00:00
8941,1406,tbenoit,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.484260+00:00
8942,1406,monique39,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.484269+00:00
8943,1406,lacroixpenelope,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.484279+00:00
8944,1406,leonlesage,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.484289+00:00
8945,1406,buissonanais,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.484299+00:00
8946,1406,wagnermartine,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.484309+00:00
8947,1407,yguillet,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.484319+00:00
8948,1407,legendrececile,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.484328+00:00
8949,1407,veronique64,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.484338+00:00
8950,1407,vguillet,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.484349+00:00
8951,1407,pdenis,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.484359+00:00
8952,1407,jacqueline05,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.484369+00:00
8953,1407,tleclerc,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.484378+00:00
8954,1407,oprevost,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.484388+00:00
8955,1407,bergerjoseph,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.484397+00:00
8956,1407,celine66,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.484408+00:00
8957,1407,simone55,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.484418+00:00
8958,1407,jdelahaye,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.484427+00:00
8959,1408,vrolland,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.484437+00:00
8960,1408,iregnier,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.484447+00:00
8961,1408,umaury,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.484457+00:00
8962,1408,pottierhelene,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.484466+00:00
8963,1408,helenerodriguez,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.484476+00:00
8964,1408,olivier23,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.484486+00:00
8965,1408,legerelodie,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.484495+00:00
8966,1408,marthe81,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.484506+00:00
8967,1408,agnes17,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.484516+00:00
8968,1408,yves75,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.484525+00:00
8969,1408,claudine93,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.484535+00:00
8970,1408,alixbailly,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.484545+00:00
8971,1408,ivalette,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.484554+00:00
8972,1408,tpaul,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.484564+00:00
8973,1409,sylvie15,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.484574+00:00
8974,1409,leon35,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.484583+00:00
8975,1409,luce87,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.484593+00:00
8976,1409,gabriel65,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.484603+00:00
8977,1409,vlelievre,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.484613+00:00
8978,1409,ujean,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.484623+00:00
8979,1409,aurore51,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.484633+00:00
8980,1409,luce42,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.484643+00:00
8981,1409,voisinmaggie,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.484653+00:00
8982,1409,victoire98,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.484663+00:00
8983,1409,charrierisaac,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.484673+00:00
8984,1409,jeanleroy,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.484682+00:00
8985,1410,lucie45,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.484692+00:00
8986,1410,camille93,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.484702+00:00
8987,1410,patrick56,Batterie faible,Batterie à 9.9% à la fin de la location.,2025-08-27T02:52:01.484712+00:00
8988,1410,claudinearnaud,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.484722+00:00
8989,1410,lecoqmargot,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.484731+00:00
8990,1410,frederiquedidier,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.484741+00:00
8991,1410,nathalie86,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.484751+00:00
8992,1410,daniel89,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.484760+00:00
8993,1410,bertrand39,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.484770+00:00
8994,1410,catherine55,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.484780+00:00
8995,1410,wfleury,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.484790+00:00
8996,1410,aimeetraore,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.484800+00:00
8997,1410,paultherese,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.484809+00:00
8998,1410,antoinette34,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.484819+00:00
8999,1411,carolinerobin,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.484829+00:00
9000,1411,patrick56,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.484839+00:00
9001,1411,micheljean,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.484848+00:00
9002,1411,jerome68,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.484859+00:00
9003,1411,glanglois,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.484868+00:00
9004,1411,brunetemilie,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.484878+00:00
9005,1411,martyhortense,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.484887+00:00
9006,1411,le-rouxmichelle,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.484897+00:00
9007,1411,fischerpaul,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.484906+00:00
9008,1411,olivier68,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.484916+00:00
9009,1411,agnes17,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.484926+00:00
9010,1412,anoukpotier,Batterie faible,Batterie à 9.8% à la fin de la location.,2025-08-27T02:52:01.484935+00:00
9011,1412,dijouxfrancois,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.484945+00:00
9012,1412,jgros,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.484955+00:00
9013,1412,chevalierluc,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.484964+00:00
9014,1412,voisinmaggie,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.484974+00:00
9015,1412,nathalie86,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.484990+00:00
9016,1412,glanglois,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.485001+00:00
9017,1412,remytecher,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.485010+00:00
9018,1412,guillonanne,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.485020+00:00
9019,1412,olivier68,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.485030+00:00
9020,1412,victoire98,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.485039+00:00
9021,1412,alexlombard,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.485049+00:00
9022,1412,cohenjeanne,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.485060+00:00
9023,1413,yguyot,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.485069+00:00
9024,1413,ncouturier,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.485079+00:00
9025,1413,bernadette01,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.485089+00:00
9026,1413,denise81,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.485099+00:00
9027,1413,tbenoit,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.485108+00:00
9028,1413,toussaintantoinette,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.485118+00:00
9029,1413,briviere,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.485128+00:00
9030,1413,noel88,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.485138+00:00
9031,1413,gregoiremercier,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.485148+00:00
9032,1413,abertrand,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.485158+00:00
9033,1413,martine73,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.485168+00:00
9034,1413,tessierdaniel,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.485178+00:00
9035,1413,anoukpotier,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.485187+00:00
9036,1414,celinehoarau,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.485197+00:00
9037,1414,hardyines,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.485207+00:00
9038,1414,da-silvaanais,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.485216+00:00
9039,1414,celinaberthelot,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.485226+00:00
9040,1414,genevieve30,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.485236+00:00
9041,1414,marchandnicolas,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.485246+00:00
9042,1414,rdavid,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.485255+00:00
9043,1414,theodoremarechal,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.485265+00:00
9044,1414,lefortmarthe,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.485274+00:00
9045,1414,sylviearnaud,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.485284+00:00
9046,1414,christiane57,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.485294+00:00
9047,1415,sylvie15,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.485304+00:00
9048,1415,anouk84,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.485313+00:00
9049,1415,upicard,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.485323+00:00
9050,1415,victorlenoir,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.485333+00:00
9051,1415,noel88,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.485343+00:00
9052,1415,wlambert,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.485353+00:00
9053,1415,lefortmarthe,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.485362+00:00
9054,1415,antoine72,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.485372+00:00
9055,1415,torresmargaret,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.485381+00:00
9056,1415,guillouhenriette,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.485391+00:00
9057,1415,patrick56,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.485400+00:00
9058,1415,perezluce,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.485410+00:00
9059,1416,chevalierluc,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.485419+00:00
9060,1416,patrickmorin,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.485429+00:00
9061,1416,reywilliam,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.485439+00:00
9062,1416,urobin,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.485449+00:00
9063,1416,gabriellebarre,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.485459+00:00
9064,1416,penelope44,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.485468+00:00
9065,1416,olivierelise,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.485478+00:00
9066,1416,manon21,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.485487+00:00
9067,1416,jacobsimone,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.485497+00:00
9068,1416,charrierisaac,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.485507+00:00
9069,1416,levequeanouk,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.485516+00:00
9070,1417,tcamus,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.485526+00:00
9071,1417,pdenis,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.485536+00:00
9072,1417,lacroixanastasie,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.485545+00:00
9073,1417,victorlenoir,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.485555+00:00
9074,1417,penelopelecoq,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.485566+00:00
9075,1417,ecohen,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.485576+00:00
9076,1417,luce04,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.485586+00:00
9077,1417,audrey72,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.485596+00:00
9078,1417,fredericpasquier,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.485606+00:00
9079,1417,rossiodette,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.485615+00:00
9080,1417,gantoine,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.485625+00:00
9081,1417,susanneregnier,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.485635+00:00
9082,1417,augustealves,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.485645+00:00
9083,1418,buissonalfred,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.485655+00:00
9084,1418,theodoretanguy,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.485665+00:00
9085,1418,npereira,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.485675+00:00
9086,1418,marie69,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.485685+00:00
9087,1418,vlelievre,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.485694+00:00
9088,1418,antoinette34,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.485704+00:00
9089,1418,vasseurastrid,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.485713+00:00
9090,1418,rossiodette,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.485723+00:00
9091,1418,upicard,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.485733+00:00
9092,1418,clemence93,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.485743+00:00
9093,1418,christinegaillard,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.485752+00:00
9094,1418,celinehoarau,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.485762+00:00
9095,1419,rletellier,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.485772+00:00
9096,1419,micheljean,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.485782+00:00
9097,1419,edouardfontaine,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.485792+00:00
9098,1419,elebon,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.485802+00:00
9099,1419,bertrand60,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.485811+00:00
9100,1419,olivieboulanger,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.485821+00:00
9101,1419,charrierisaac,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.485830+00:00
9102,1419,bertinvictor,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.485840+00:00
9103,1419,christiane55,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.485850+00:00
9104,1419,boulangermonique,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.485860+00:00
9105,1419,levygabriel,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.485869+00:00
9106,1419,emmanuelraymond,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.485880+00:00
9107,1419,mauriceseguin,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.485889+00:00
9108,1420,benjamin15,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.485899+00:00
9109,1420,ldenis,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.485909+00:00
9110,1420,daniel89,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.485918+00:00
9111,1420,christellelecomte,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.485928+00:00
9112,1420,fmenard,Batterie faible,Batterie à 0.0% à la fin de la location.,2025-08-27T02:52:01.485938+00:00
